"Respondent","Database1","Database2","Database3","Database4","Database5","Database6","Database7","Database8","Database9","Database10","Database11","Database12","Database13"
57890,"MySQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57893,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57901,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57905,"MongoDB","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57907,"MySQL","SQLite","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57916,"MongoDB","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57919,"Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57928,"Microsoft SQL Server","MySQL","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA,NA
57943,"Firebase","MongoDB","MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
57948,"MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57957,"Cassandra","Elasticsearch","Microsoft SQL Server","Oracle","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA
57964,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57966,"MariaDB","Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57967,"Microsoft SQL Server","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57968,"Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57988,"Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58008,"MariaDB","MongoDB","MySQL","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA
58020,"Cassandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58025,"MongoDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58031,"Elasticsearch","MongoDB","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58043,"Firebase","MariaDB","MongoDB","MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA
58049,"Couchbase","Firebase","Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
58052,"Firebase","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58056,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58062,"SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58066,"PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58075,"PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58079,"MongoDB","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58090,"Couchbase","DynamoDB","Elasticsearch","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA
58092,"MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58093,"DynamoDB","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58106,"Cassandra","Couchbase","DynamoDB","Elasticsearch","Firebase","MariaDB","MongoDB","Microsoft SQL Server",NA,NA,NA,NA,NA
58110,"Elasticsearch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58117,"MariaDB","MongoDB","Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
58125,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58134,"Couchbase","Elasticsearch","MariaDB","MongoDB","MySQL","Oracle","PostgreSQL","Redis","SQLite",NA,NA,NA,NA
58138,"Microsoft SQL Server","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58151,"Elasticsearch","Firebase","MySQL","Oracle","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
58163,"Elasticsearch","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
58164,"Firebase","MongoDB","MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA
58176,"MongoDB","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58180,"MariaDB","Microsoft SQL Server","MySQL","SQLite","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
58181,"Cassandra","Couchbase","DynamoDB","Elasticsearch","Firebase","MariaDB","MongoDB","Microsoft SQL Server","MySQL","Oracle","PostgreSQL","Redis","SQLite"
58182,"DynamoDB","Firebase","MariaDB","MongoDB","Microsoft SQL Server","MySQL","Redis",NA,NA,NA,NA,NA,NA
58191,"Elasticsearch","MySQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58200,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58216,"MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58227,"Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58233,"Microsoft SQL Server","MySQL","Oracle","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
58237,"MongoDB","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58238,"Cassandra","Elasticsearch","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58239,"MongoDB","Microsoft SQL Server","MySQL","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA
58240,"MariaDB","MongoDB","MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
58243,"Elasticsearch","MongoDB","Microsoft SQL Server","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA
58245,"Microsoft SQL Server","MySQL","Oracle","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
58249,"MongoDB","Microsoft SQL Server","MySQL","Oracle","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA
58255,"Elasticsearch","MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58258,"Elasticsearch","Microsoft SQL Server","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58261,"Firebase","MongoDB","Microsoft SQL Server","MySQL","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA
58264,"Firebase","Microsoft SQL Server","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58265,"Microsoft SQL Server","MySQL","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA,NA
58282,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58294,"MongoDB","Oracle","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA
58302,"Firebase","MongoDB","Microsoft SQL Server","MySQL","Oracle",NA,NA,NA,NA,NA,NA,NA,NA
58321,"Elasticsearch","MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58331,"Elasticsearch","MariaDB","MongoDB","Microsoft SQL Server","MySQL","Oracle","PostgreSQL","Redis","SQLite",NA,NA,NA,NA
58335,"MariaDB","MongoDB","MySQL","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA
58344,"MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58346,"Elasticsearch","MariaDB","MongoDB","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
58352,"Firebase","MySQL","Oracle","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
58361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58367,"DynamoDB","MongoDB","MySQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
58371,"MongoDB","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58383,"Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58398,"Microsoft SQL Server","MySQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58407,"MariaDB","Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58417,"Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58418,"DynamoDB","MongoDB","MySQL","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA
58424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58427,"Microsoft SQL Server","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58431,"MongoDB","Microsoft SQL Server","MySQL","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA
58437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58440,"Elasticsearch","MySQL","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA
58469,"Firebase","MongoDB","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
58470,"Microsoft SQL Server","Oracle","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58480,"Firebase","Oracle","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58485,"MongoDB","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58487,"Firebase","MySQL","PostgreSQL","Redis","SQLite","Other(s):",NA,NA,NA,NA,NA,NA,NA
58493,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58502,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58505,"MariaDB","MongoDB","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
58515,"Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58521,"MySQL","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58534,"MariaDB","Microsoft SQL Server","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
58541,"PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58542,"Elasticsearch","Microsoft SQL Server","MySQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
58552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58554,"MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58556,"MariaDB","MySQL","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58562,"DynamoDB","Elasticsearch","MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
58568,"Firebase","MongoDB","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
58570,"Microsoft SQL Server","MySQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58571,"MariaDB","MongoDB","Redis","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
58596,"Firebase","Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58597,"PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58607,"MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58614,"MariaDB","Microsoft SQL Server","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
58617,"Cassandra","Elasticsearch","MongoDB","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
58622,"MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58623,"DynamoDB","MongoDB","MySQL","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA,NA
58625,"MongoDB","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58629,"Firebase","MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58632,"Cassandra","Elasticsearch","Firebase","MariaDB","MongoDB","MySQL","PostgreSQL","Redis","SQLite",NA,NA,NA,NA
58633,"Elasticsearch","MongoDB","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA,NA
58635,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58650,"MongoDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58676,"MongoDB","MySQL","Oracle","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
58685,"Elasticsearch","MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
58693,"Elasticsearch","MongoDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58697,"MariaDB","Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58724,"DynamoDB","MariaDB","MongoDB","Microsoft SQL Server","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA
58729,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58738,"Elasticsearch","MariaDB","MongoDB","MySQL","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA
58744,"MariaDB","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58752,"Cassandra","Elasticsearch","Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58754,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58759,"MariaDB","MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
58760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58762,"Microsoft SQL Server","MySQL","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58763,"Microsoft SQL Server","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58769,"Elasticsearch","MariaDB","MongoDB","MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA
58774,"Elasticsearch","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58785,"Firebase","MongoDB","PostgreSQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
58788,"Microsoft SQL Server","MySQL","Oracle","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
58793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58795,"Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58798,"Elasticsearch","MariaDB","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
58810,"Microsoft SQL Server","MySQL","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA
58816,"MongoDB","Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58825,"MySQL","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58828,"MongoDB","Microsoft SQL Server","MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
58835,"DynamoDB","Elasticsearch","MySQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA
58837,"MongoDB","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58845,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58858,"DynamoDB","MongoDB","Microsoft SQL Server","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA
58861,"MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58891,"Firebase","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58896,"MariaDB","MySQL","Oracle","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA
58925,"Elasticsearch","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58934,"Elasticsearch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58955,"SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58978,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58981,"MongoDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58982,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58985,"Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58993,"MySQL","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58996,"MongoDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59000,"Elasticsearch","Oracle","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59007,"Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59019,"DynamoDB","MongoDB","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
59022,"Elasticsearch","Microsoft SQL Server","MySQL","Oracle","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA
59028,"DynamoDB","Elasticsearch","MariaDB","MongoDB",NA,NA,NA,NA,NA,NA,NA,NA,NA
59029,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59033,"MySQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59046,"Microsoft SQL Server","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59055,"Microsoft SQL Server","MySQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59075,"Cassandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59080,"DynamoDB","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59082,"Firebase","MongoDB","Microsoft SQL Server","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA
59093,"Microsoft SQL Server","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59094,"Firebase","MariaDB","MongoDB","Microsoft SQL Server","MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA
59099,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59102,"MariaDB","Microsoft SQL Server","MySQL","Oracle","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA
59103,"Firebase","MariaDB","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59108,"PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59111,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59119,"MariaDB","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59120,"MariaDB","MongoDB","Microsoft SQL Server","MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA
59121,"MongoDB","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59130,"Microsoft SQL Server","MySQL","Oracle","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
59132,"MariaDB","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59135,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59140,"Microsoft SQL Server","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59147,"MariaDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59151,"Firebase","MariaDB","MongoDB","Microsoft SQL Server","MySQL","Oracle",NA,NA,NA,NA,NA,NA,NA
59161,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59165,"Firebase","MongoDB","MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA
59168,"Elasticsearch","MongoDB","PostgreSQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
59177,"Microsoft SQL Server","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59180,"Couchbase","MariaDB","MySQL","Oracle","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA
59182,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59189,"MongoDB","MySQL","Redis","SQLite","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
59191,"MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59192,"Elasticsearch","MySQL","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA
59205,"MySQL","SQLite","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59208,"MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59218,"Elasticsearch","MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
59222,"PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59235,"PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59240,"Elasticsearch","MariaDB","MongoDB","MySQL","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA
59241,"PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59242,"Elasticsearch","MariaDB","MongoDB","MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA
59260,"Microsoft SQL Server","MySQL","Oracle","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA
59261,"Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59269,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59272,"Microsoft SQL Server","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59274,"MongoDB","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59276,"MongoDB","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59279,"DynamoDB","MongoDB","Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59283,"MariaDB","MongoDB","MySQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
59290,"Microsoft SQL Server","MySQL","Oracle","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
59293,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59306,"MongoDB","Microsoft SQL Server","SQLite","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
59311,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59323,"Elasticsearch","MariaDB","MySQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA
59327,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59332,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59345,"DynamoDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59361,"Microsoft SQL Server","MySQL","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59373,"DynamoDB","Elasticsearch","MariaDB","MongoDB","MySQL","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA
59383,"Microsoft SQL Server","MySQL","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59396,"DynamoDB","Firebase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59398,"MariaDB","MongoDB","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59399,"MariaDB","MongoDB","MySQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA
59404,"Cassandra","Elasticsearch","MongoDB","Microsoft SQL Server","Oracle","PostgreSQL",NA,NA,NA,NA,NA,NA,NA
59405,"Microsoft SQL Server","MySQL","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59408,"MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59426,"Elasticsearch","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59436,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59437,"Elasticsearch","Microsoft SQL Server","MySQL","Oracle","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA
59445,"Elasticsearch","Redis","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59453,"MySQL","SQLite","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59454,"Cassandra","Couchbase","DynamoDB","Elasticsearch","MariaDB","MongoDB","MySQL","PostgreSQL","Redis","SQLite",NA,NA,NA
59459,"Elasticsearch","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
59463,"MariaDB","MySQL","Oracle","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
59464,"MySQL","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59480,"Cassandra","Elasticsearch","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59481,"Cassandra","MariaDB","MongoDB","Microsoft SQL Server","MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA
59483,"SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59503,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59510,"Elasticsearch","Firebase","MariaDB","MongoDB","MySQL","Redis","SQLite",NA,NA,NA,NA,NA,NA
59512,"Microsoft SQL Server","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59514,"MariaDB","Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59521,"PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
